Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Bateos_pitcher_2_t_1,Bateos_pitcher_2_t_2,Bateos_pitcher_t_1,Bateos_pitcher_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Carreras,Carreras_2,Carreras_2_t_1,Carreras_2_t_2,Carreras_ganadas,Carreras_ganadas_2,Carreras_ganadas_2_t_1,Carreras_ganadas_2_t_2,Carreras_ganadas_t_1,Carreras_ganadas_t_2,Carreras_t_1,Carreras_t_2,Comando,Comando_2,Comando_2_t_1,Comando_2_t_2,Comando_t_1,Comando_t_2,Control,Control_2,Control_2_t_1,Control_2_t_2,Control_t_1,Control_t_2,Dominio,Dominio_2,Dominio_2_t_1,Dominio_2_t_2,Dominio_t_1,Dominio_t_2,ERA,ERA_2,ERA_2_t_1,ERA_2_t_2,ERA_t_1,ERA_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Inning_pitched,Inning_pitched_2,Inning_pitched_2_t_1,Inning_pitched_2_t_2,Inning_pitched_t_1,Inning_pitched_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_iniciados,Juegos_iniciados_2,Juegos_iniciados_2_t_1,Juegos_iniciados_2_t_2,Juegos_iniciados_t_1,Juegos_iniciados_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,Losses,Losses_2,Losses_2_t_1,Losses_2_t_2,Losses_t_1,Losses_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,Saves,Saves_2,Saves_2_t_1,Saves_2_t_2,Saves_t_1,Saves_t_2,Status,Strike_outs,Strike_outs_2,Strike_outs_2_t_1,Strike_outs_2_t_2,Strike_outs_t_1,Strike_outs_t_2,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WHIP,WHIP_2,WHIP_2_t_1,WHIP_2_t_2,WHIP_t_1,WHIP_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,Walks,Walks_2,Walks_2_t_1,Walks_2_t_2,Walks_t_1,Walks_t_2,Wins,Wins_2,Wins_2_t_1,Wins_2_t_2,Wins_t_1,Wins_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
SF,SF,SF,6.3,6.3,6.3,10,11,2021,9,1,56,3136,169,2809,13,53,2,3,8,26,676,64,1156,25,625,25,900,5,30,8,34,3.4166666666666665,11.67361111111111,25.0,7.893424036281178,5.0,2.8095238095238093,0.024691358024691357,0.0006096631611034902,0.0003429355281207133,0.0009602042374008957,0.018518518518518517,0.03098716246126605,0.08436213991769548,0.007116970651492829,0.008573388203017831,0.00757929920723927,0.09259259259259259,0.08705917072450937,4.17,17.3889,6.25,41.2164,2.5,6.42,34,35,36,San Francisco Giants,PHI,San Francisco Giants,San Francisco Giants,54.0,2916.0,324.0,5670.089999999999,18.0,75.3,60,3600,441,6889,0,0,0,0,0,0,21,83,161,60,163,Tony Watson,2,4,0,16,0,4,23,23,23,218,218,218,26,26,27,RP,RP,RP,0.4782608695652174,0.4833333333333333,0.6625766871165644,0,0,4,4,2,2,UFA,41,1681,225,3481,15,59,7500000,3500000,3000000,1000000,7500000,2592592,349440,4481481,1000000,21.31,454.11609999999996,2664.6243999999997,12787.0864,51.62,113.08,1000000,8500000,18250000,36200000,1000000,77,29,108,0.22,0.0484,0.016900000000000002,0.0729,0.13,0.27,1.26,1.5876000000000001,0.7921,3.61,0.89,1.9,8,8,8,12,144,9,441,3,21,2,4,1,64,1,8,15.830413578506539,15.068273526459642,15.830413578506539
CIN,CIN,LAD,6.1,6.1,6.1,10,11,2021,9,3,184,33856,1681,12544,41,112,1,4,7,118,13924,289,2809,106,11236,196,2025,14,45,17,53,3.0853658536585367,9.519482450922071,34.60207612456748,19.26234567901235,5.882352941176471,4.388888888888889,0.04277516953573292,0.0018297151288106934,0.0006695254709266093,0.0011025192871967804,0.0258751902587519,0.03320420586607637,0.13197704747000522,0.01741794105890001,0.02316697131233942,0.021237107627762677,0.15220700152207,0.14572957019000185,4.48,20.070400000000003,2.9929,18.6624,1.73,4.32,28,29,29,Cincinnati Reds,CIN,Cincinnati Reds,Los Angeles Dodgers,213.0,45369.0,5329.0,32652.489999999994,73.0,180.7,34,1156,121,784,34,1156,121,784,11,28,11,28,162,59,162,Trevor Bauer,13,169,16,81,4,9,10,10,25,205,205,205,15,16,35,SP,SP,SP,0.4629629629629629,0.5254237288135594,0.654320987654321,0,0,0,0,0,0,UFA,253,64009,10000,56169,100,237,13000000,13000000,17500000,28000000,4193548,6481481,31333333,17500000,31333333,43.44,1887.0335999999998,6595.064099999999,15617.5009,81.21,124.97,102000000,2000000,144825000,160320500,34000000,75,31,106,1.89,3.5721,7.507600000000001,33.292899999999996,2.74,5.77,1.25,1.5625,0.6400000000000001,3.24,0.8,1.8,5,5,7,82,6724,289,2916,17,54,11,121,25,169,5,13,16.38045991542581,16.38045991542581,15.249057711627014
LAA,SF,PIT,6.4,6.4,6.4,10,11,2021,9,1,111,12321,256,3364,16,58,4,3,2,71,5041,100,1521,68,4624,81,1296,9,36,10,39,2.076923076923077,4.313609467455622,4.903061224489797,5.0625,2.2142857142857144,2.25,0.042359074617139135,0.001794291202420361,0.003871604938271605,0.0025179532637042176,0.06222222222222222,0.05017921146953405,0.08797653958944282,0.0077398715181328,0.018982716049382717,0.0127471383975026,0.13777777777777778,0.11290322580645161,5.98,35.760400000000004,10.497600000000002,96.23610000000001,3.24,9.81,31,32,33,Los Angeles Angels,SF,San Francisco Giants,Pittsburgh Pirates,102.3,10465.289999999999,625.0,3844.0,25.0,62.0,39,1521,121,400,11,121,36,196,6,14,11,20,161,60,161,Trevor Cahill,9,81,4,49,2,7,1,23,9,230,230,230,10,26,17,RP,RP,SP,0.4472049689440994,0.4833333333333333,0.3726708074534161,0,0,0,0,0,0,UFA,81,6561,961,3969,31,63,9000000,9000000,2000000,1500000,9000000,740741,1500000,2000000,1500000,0.0,0.0,0.0,0.0,0.0,0.0,1500000,31000000,18250000,1500000,1500000,72,29,60,-0.36,0.1296,0.28090000000000004,0.004900000000000001,0.53,0.07,1.47,2.1609,1.44,7.3441,1.2,2.71,1,8,5,39,1521,196,784,14,28,4,16,1,4,1,2,16.012735135300492,16.012735135300492,16.012735135300492
MIN,MIN,NYM,6.5,6.5,6.5,10,11,2021,9,2,43,1849,400,5625,20,75,4,7,9,24,576,121,1600,21,441,100,1225,10,35,11,40,3.0384615384615383,9.232248520710058,29.469387755102044,15.235171696149845,5.428571428571429,3.903225806451613,0.044928287541040265,0.002018551021370394,0.0011142925299875445,0.0016041370377047318,0.03338102050548402,0.040051679586563305,0.1365128736823916,0.018635764681024604,0.03283751863881662,0.02443930319358479,0.18121125417262754,0.15633074935400518,2.94,8.6436,14.8996,55.502500000000005,3.86,7.45,29,30,30,Minnesota Twins,MIN,Minnesota Twins,New York Mets,64.3,4134.49,542.89,7396.0,23.3,86.0,65,4225,576,8464,0,0,0,0,0,0,24,92,162,60,162,Trevor May,3,9,0,9,0,3,6,6,5,240,240,240,16,17,9,RP,RP,RP,0.6234567901234568,0.6,0.4753086419753086,2,4,4,36,2,6,UFA,79,6241,1444,14641,38,121,900000,900000,2205000,7750000,900000,816667,8000000,2205000,8000000,76.69,5881.3561,2500.0,3930.0361,50.0,62.69,15500000,46800000,134000000,94150000,7750000,101,36,77,1.25,1.5625,0.0025000000000000005,0.22089999999999999,0.05,0.47,1.07,1.1449,1.3456,5.8564,1.16,2.42,3,3,2,26,676,49,961,7,31,5,25,1,64,1,8,13.710150042306449,13.710150042306449,13.710150042306449
PIT,PIT,NYM,6.3,6.3,6.3,10,11,2021,9,1,162,26244,4356,29241,66,171,2,3,9,93,8649,1764,8649,87,7569,1444,6724,38,82,42,93,2.5681818181818183,6.59555785123967,5.4444444444444455,7.14534023668639,2.3333333333333335,2.673076923076923,0.033554487912758335,0.0011259036590874451,0.0017803414694938487,0.001559671068371048,0.04219409282700422,0.03949267107161844,0.08617402577594753,0.00742596271843367,0.009692970222799843,0.011144380440827299,0.09845288326300984,0.10556694767221082,5.38,28.944399999999998,38.1924,110.88089999999998,6.18,10.53,27,28,29,Pittsburgh Pirates,PIT,Pittsburgh Pirates,New York Mets,145.7,21228.489999999998,3058.0899999999997,21403.690000000002,55.3,146.3,26,676,121,1156,26,676,121,676,11,26,11,34,162,59,162,Trevor Williams,9,81,64,100,8,10,9,9,5,230,230,230,17,17,9,SP,SP,SP,0.4259259259259259,0.3220338983050847,0.4753086419753086,0,0,0,0,0,0,UFA,113,12769,2401,19321,49,139,584000,584000,2825000,2500000,584000,1046296,199355,2825000,2850000,34.94,1220.8035999999997,698.0164000000001,2178.0889,26.42,46.67,2500000,4800000,3900000,94150000,2500000,69,19,77,0.45,0.2025,0.9801,1.3923999999999999,-0.99,-1.18,1.41,1.9880999999999998,2.4649,9.4249,1.57,3.07,5,5,2,44,1936,441,2704,21,52,7,49,4,36,2,6,13.277656261810364,13.277656261810364,13.277656261810364
HOU,CIN,CIN,6.2,6.2,6.2,10,11,2020,9,2,164,26896,225,32761,15,181,3,4,1,83,6889,100,5476,74,5476,81,4900,9,70,10,74,2.2950819672131146,5.26740123622682,1.7777777777777777,5.391841424877909,1.3333333333333333,2.3220338983050848,0.040512718336986116,0.001641280347051971,0.00489021468042447,0.0013671039345263016,0.06993006993006992,0.03697436861565457,0.09298000929800093,0.00864528212905634,0.00869371498742128,0.00737120762629249,0.09324009324009323,0.08585573729397757,3.98,15.8404,31.922500000000003,81.3604,5.65,9.02,32,33,34,Houston Astros,HOU,Cincinnati Reds,Cincinnati Reds,167.3,27989.290000000005,204.49,31435.290000000005,14.3,177.3,33,1089,36,1296,33,1089,16,1024,4,32,6,36,161,59,163,Wade Miley,6,36,9,100,3,10,3,10,10,220,220,220,13,16,16,SP,SP,SP,0.6583850931677019,0.5254237288135594,0.50920245398773,0,0,0,0,0,0,UFA,140,19600,144,18769,12,137,5000000,4500000,6000000,8000000,5000000,2222222,8150000,6000000,8150000,64.33,4138.3489,1.2544000000000002,8302.8544,1.12,91.12,15000000,42250000,144825000,1500000,7500000,106,31,83,1.99,3.9601,0.016900000000000002,30.6916,-0.13,5.54,1.35,1.8225000000000002,2.7889,9.0,1.67,3.0,1,5,5,61,3721,81,3481,9,59,14,196,0,144,0,12,15.424948470398375,15.319587954740548,15.424948470398375
HOU,WSH,WSH,6.4,6.4,6.4,10,11,2020,9,3,42,1764,441,784,21,28,3,10,6,14,196,81,225,10,100,36,144,6,12,9,15,4.428571428571429,19.612244897959187,5.4444444444444455,6.25,2.3333333333333335,2.5,0.025925925925925925,0.0006721536351165981,0.0031919307989402798,0.0031650515013223984,0.056497175141242945,0.05625879043600563,0.11481481481481481,0.01318244170096022,0.017378289905341522,0.019781571883264994,0.13182674199623354,0.1406469760900141,1.5,2.25,9.3636,145.4436,3.06,12.06,34,35,36,Houston Astros,HOU,Washington Nationals,Washington Nationals,60.0,3600.0,313.28999999999996,561.6899999999999,17.7,23.7,68,4624,400,784,0,0,0,0,0,0,20,28,161,62,162,Will Harris,1,1,1,4,1,2,3,1,1,240,240,240,13,6,6,RP,RP,RP,0.6583850931677019,0.4193548387096774,0.4012345679012346,4,16,1,1,1,1,UFA,62,3844,441,900,21,30,4225000,4225000,8000000,8000000,4225000,2962963,8000000,8000000,8000000,86.62,7503.024400000001,35.164899999999996,35.164899999999996,5.93,5.93,24000000,42250000,316750000,28000000,8000000,106,26,65,2.07,4.2848999999999995,0.1444,0.04409999999999999,0.38,0.21,0.93,0.8649000000000001,2.8899999999999997,11.356900000000001,1.7,3.37,1,1,1,14,196,81,144,9,12,4,16,0,0,0,0,15.25652981877341,15.25652981877341,15.25652981877341
LAD,LAD,ATL,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,3,4,6,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,Los Angeles Dodgers,SF,Los Angeles Dodgers,Atlanta Braves,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,59,161,Will Smith,0,0,4,81,2,9,25,25,18,255,255,255,33,34,27,RP,RP,RP,0.6521739130434783,0.711864406779661,0.546583850931677,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,555000,555000,573500,13000000,241704,212407,13000000,573500,13000000,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,85000000,15813500,94240000,13333333,105,42,88,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,6,7,4,21,441,16,1024,4,32,6,36,4,25,2,5,13.226723392728571,13.226723392728571,12.39546911599609
SF,ATL,ATL,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,2,7,6,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,San Francisco Giants,SF,Atlanta Braves,Atlanta Braves,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,60,161,Will Smith,0,0,4,81,2,9,23,18,18,255,255,255,26,26,27,RP,RP,RP,0.4782608695652174,0.5833333333333334,0.546583850931677,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,4225000,4225000,13000000,13000000,4225000,4814815,13000000,13000000,13000000,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,8500000,95750000,94240000,13333333,77,35,88,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,8,3,4,21,441,16,1024,4,32,6,36,4,25,2,5,15.25652981877341,15.25652981877341,15.25652981877341
LAD,ATL,ATL,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,3,7,6,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,Los Angeles Dodgers,SF,Atlanta Braves,Atlanta Braves,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,60,161,Will Smith,0,0,4,81,2,9,25,18,18,255,255,255,33,26,27,RP,RP,RP,0.6521739130434783,0.5833333333333334,0.546583850931677,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,555000,555000,13000000,13000000,241704,4814815,13000000,13000000,13000000,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,85000000,95750000,94240000,13333333,105,35,88,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,6,3,4,21,441,16,1024,4,32,6,36,4,25,2,5,13.226723392728571,13.226723392728571,12.39546911599609
SF,LAD,LAD,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,2,4,7,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,San Francisco Giants,SF,Los Angeles Dodgers,Los Angeles Dodgers,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,59,162,Will Smith,0,0,4,81,2,9,23,25,25,255,255,255,26,34,35,RP,RP,RP,0.4782608695652174,0.711864406779661,0.654320987654321,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,4225000,4225000,573500,590500,4225000,212407,590500,573500,590500,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,8500000,15813500,160320500,13333333,77,42,106,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,8,7,7,21,441,16,1024,4,32,6,36,4,25,2,5,15.25652981877341,15.25652981877341,15.25652981877341
LAD,LAD,LAD,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,3,4,7,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,Los Angeles Dodgers,SF,Los Angeles Dodgers,Los Angeles Dodgers,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,59,162,Will Smith,0,0,4,81,2,9,25,25,25,255,255,255,33,34,35,RP,RP,RP,0.6521739130434783,0.711864406779661,0.654320987654321,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,555000,555000,573500,590500,241704,212407,590500,573500,590500,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,85000000,15813500,160320500,13333333,105,42,106,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,6,7,7,21,441,16,1024,4,32,6,36,4,25,2,5,13.226723392728571,13.226723392728571,12.39546911599609
SF,ATL,LAD,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,2,7,7,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,San Francisco Giants,SF,Atlanta Braves,Los Angeles Dodgers,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,60,162,Will Smith,0,0,4,81,2,9,23,18,25,255,255,255,26,26,35,RP,RP,RP,0.4782608695652174,0.5833333333333334,0.654320987654321,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,4225000,4225000,13000000,590500,4225000,4814815,590500,13000000,590500,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,8500000,95750000,160320500,13333333,77,35,106,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,8,3,7,21,441,16,1024,4,32,6,36,4,25,2,5,15.25652981877341,15.25652981877341,15.25652981877341
LAD,ATL,LAD,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,3,7,7,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,Los Angeles Dodgers,SF,Atlanta Braves,Los Angeles Dodgers,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,60,162,Will Smith,0,0,4,81,2,9,25,18,25,255,255,255,33,26,35,RP,RP,RP,0.6521739130434783,0.5833333333333334,0.654320987654321,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,555000,555000,13000000,590500,241704,4814815,590500,13000000,590500,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,85000000,95750000,160320500,13333333,105,35,106,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,6,3,7,21,441,16,1024,4,32,6,36,4,25,2,5,13.226723392728571,13.226723392728571,12.39546911599609
SF,LAD,ATL,6.5,6.5,6.5,10,11,2020,9,3,46,2116,121,3600,11,60,2,4,6,20,400,64,1225,20,400,64,1156,8,34,8,35,4.571428571428571,20.897959183673468,20.25,10.7666015625,4.5,3.28125,0.03573251659009699,0.0012768127418615568,0.0007716049382716049,0.0017916631673245429,0.027777777777777776,0.042328042328042326,0.16334864726901482,0.026682780564617023,0.015625,0.019290123456790126,0.125,0.1388888888888889,2.76,7.617599999999999,20.25,63.043600000000005,4.5,7.94,29,30,31,San Francisco Giants,SF,Los Angeles Dodgers,Atlanta Braves,65.3,4264.089999999999,256.0,7056.0,16.0,84.0,63,3969,324,7921,0,0,0,0,0,0,18,89,161,59,161,Will Smith,0,0,4,81,2,9,23,25,18,255,255,255,26,34,27,RP,RP,RP,0.4782608695652174,0.711864406779661,0.546583850931677,34,1156,0,1369,0,37,UFA,96,9216,324,11025,18,105,4225000,4225000,573500,13000000,4225000,212407,13000000,573500,13000000,95.46,9112.611599999998,12.6025,889.2324,3.55,29.82,40000000,8500000,15813500,94240000,13333333,77,42,88,2.06,4.2436,0.0361,3.3489000000000004,0.19,1.83,1.03,1.0609,0.8835999999999999,4.2848999999999995,0.94,2.07,8,7,4,21,441,16,1024,4,32,6,36,4,25,2,5,15.25652981877341,15.25652981877341,15.25652981877341
CHC,CHC,SD,6.5,6.5,6.5,10,11,2018,9,6,140,19600,3481,38809,59,197,5,4,4,82,6724,324,9801,79,6241,289,9025,17,95,18,99,4.089285714285714,16.722257653061227,44.12755102040817,25.346016646848987,6.642857142857143,5.0344827586206895,0.03481937449480818,0.0012123888402096985,0.0004189323210560514,0.0007073985087799709,0.02046783625730994,0.026596964277525562,0.14238637070198346,0.020273878561682654,0.018486457371498923,0.01792973437949329,0.13596491228070176,0.13390195808685282,3.98,15.8404,4.040099999999999,38.812900000000006,2.01,6.23,32,33,33,Chicago Cubs,LAD,Chicago Cubs,San Diego Padres,178.7,31933.689999999995,5776.0,58709.29000000001,76.0,242.3,31,961,144,1764,31,961,144,1764,12,42,12,42,162,58,162,Yu Darvish,8,64,9,196,3,14,17,17,2,220,220,220,20,21,6,SP,SP,SP,0.5185185185185185,0.5517241379310345,0.4876543209876543,0,0,0,0,0,0,UFA,229,52441,8649,85264,93,292,20000000,20000000,22000000,22000000,20000000,8148148,19000000,22000000,22000000,46.25,2139.0625,5993.856400000001,10477.5696,77.42,102.36,126000000,49325000,2650000,25200000,21000000,84,32,79,3.31,10.956100000000001,7.1289,16.240900000000003,2.67,4.03,1.1,1.2100000000000002,0.9216,4.2436,0.96,2.06,3,3,0,56,3136,196,3364,14,58,6,36,64,256,8,16,16.811242831518264,16.811242831518264,16.811242831518264
OAK,OAK,OAK,6.1,6.1,6.1,10,11,2021,9,1,57,3249,361,7744,19,88,6,2,5,25,625,16,1521,25,625,16,1444,4,38,4,39,7.1,50.41,11.559999999999999,10.089965397923875,3.4,3.176470588235294,0.013386880856760375,0.0001792085790730974,0.000655443894133751,0.0003589405362092196,0.025601638504864313,0.01894572606709016,0.09504685408299866,0.00903390447107484,0.007576931416186162,0.0036216975902632668,0.08704557091653867,0.06018054162487462,2.71,7.3441,2.7556,31.136400000000002,1.66,5.58,34,35,36,Oakland Athletics,OAK,Oakland Athletics,Oakland Athletics,83.0,6889.0,470.89,9940.09,21.7,99.7,80,6400,676,10816,0,0,0,0,0,0,26,104,162,60,162,Yusmeiro Petit,3,9,1,16,1,4,15,15,15,252,252,252,28,29,29,RP,RP,RP,0.5987654320987654,0.6,0.5308641975308642,0,0,0,4,0,2,UFA,71,5041,289,2916,17,54,5500000,5500000,5500000,2550000,5500000,2037037,3000000,5500000,3000000,81.31,6611.3161,1535.8560999999997,7983.422499999999,39.19,89.35,2550000,37600000,7500000,21300000,2550000,97,36,86,2.23,4.9729,0.6723999999999999,2.7556,0.82,1.66,0.81,0.6561000000000001,1.2321000000000002,4.6225,1.11,2.15,9,9,9,10,100,25,289,5,17,5,25,4,100,2,10,15.520258650202699,15.520258650202699,15.520258650202699
NYY,NYY,NYY,6.1,6.1,6.1,10,11,2019,9,3,38,1444,144,841,12,29,5,2,4,13,169,36,400,13,169,16,256,4,16,6,20,1.65625,2.7431640625,5.224489795918367,2.3219954648526073,2.2857142857142856,1.5238095238095237,0.05800253761102049,0.0033642943693178466,0.0016757292842242055,0.0039132347996783156,0.04093567251461988,0.06255585344057193,0.09606670291825269,0.00922881140958382,0.00875483054615095,0.009086513457756453,0.0935672514619883,0.0953232052427763,1.91,3.6481,3.61,60.6841,1.9,7.79,31,32,33,New York Yankees,NYY,New York Yankees,New York Yankees,61.3,3757.6899999999996,361.0,1391.2899999999997,19.0,37.3,66,4356,400,1764,0,0,0,0,0,0,20,42,162,60,162,Zack Britton,1,1,4,9,2,3,40,40,40,200,200,200,55,56,57,RP,RP,RP,0.6358024691358025,0.55,0.5679012345679012,3,9,64,81,8,9,UFA,53,2809,256,1024,16,32,13000000,13000000,13000000,13000000,13000000,4814815,13000000,13000000,13000000,56.15,3152.8224999999998,1706.5161000000003,1706.5161000000003,41.31,41.31,39000000,124555000,336500000,111300000,13000000,103,33,92,2.38,5.6644,0.27040000000000003,0.016900000000000002,0.52,0.13,1.14,1.2995999999999999,1.0,7.2360999999999995,1.0,2.69,27,27,27,32,1024,49,441,7,21,3,9,1,1,1,1,16.38045991542581,16.38045991542581,16.38045991542581
