"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Jose Rodriguez","P","LAA","9","1","19.7","17","6","6","11","13","0","1","0","1.42","2.75","0.48","0.00","$0","$0","$0","$0","23","175","6'2""",""
"","Josh Staumont","RP","KC","16","0","19.3","21","13","8","10","15","0","0","0","1.60","3.72","-0.05","0.00","$728,000","$728,000","$728,000","$2,705,559","25","200","6'3""",""
"","Mike Mayers","RP","STL","16","0","19.0","21","14","14","11","16","0","1","0","1.68","6.63","-0.28","0.00","$2,150,000","$2,150,000","$2,150,000","$5,132,661","27","200","6'3""",""
"","Sam Howard","RP","COL","20","0","19.0","21","16","14","10","23","2","0","0","1.63","6.63","-0.24","0.00","$0","$0","$0","$0","26","190","6'4""",""
"","JD Hammer","P","PHI","20","0","19.0","15","8","8","12","13","1","0","0","1.42","3.79","0.27","0.00","$0","$0","$0","$0","24","215","6'3""",""
"","Jacob Faria","RP","MIL","16","0","18.7","28","15","14","12","19","0","1","0","2.14","6.75","0.22","0.00","$0","$0","$0","$0","25","225","6'4""",""
"","Kyle Zimmer","RP","KC","15","0","18.3","28","22","22","19","18","0","1","0","2.56","10.80","-0.67","0.00","$0","$0","$0","$0","27","225","6'3""",""
"","Brent Suter","RP","MIL","9","0","18.3","10","1","1","1","15","4","0","0","0.60","0.49","0.99","0.00","$2,700,000","$2,700,000","$2,700,000","$6,467,918","29","213","6'4""",""
"","Jimmie Sherfy","RP","ARI","17","0","18.3","23","12","12","5","22","1","0","1","1.53","5.89","-0.24","0.00","$0","$0","$0","$0","27","175","6'0""",""
"","Pat Neshek","RP","PHI","20","0","18.0","23","11","10","2","9","0","1","3","1.39","5.00","-0.12","0.00","$0","$0","$0","$0","38","220","6'3""",""
"","Joe Harvey","RP","COL","18","1","18.0","18","11","10","13","17","1","0","0","1.72","5.00","0.00","0.00","$0","$0","$0","$0","27","235","6'2""",""
"","Tyler Rogers","P","SF","17","0","17.7","12","3","2","3","16","2","0","0","0.85","1.02","0.74","0.00","$730,000","$730,000","$730,000","$1,631,123","28","187","6'5""",""
"","Scott Alexander","RP","LAD","28","0","17.3","17","7","7","7","9","3","2","0","1.38","3.64","0.22","0.00","$700,000","$153,840","$700,000","$3,379,805","29","195","6'2""",""
"","Zac Grotz","P","SEA","14","0","17.3","14","9","8","8","18","1","0","0","1.27","4.15","0.15","0.00","$0","$0","$0","$0","26","195","6'2""",""
"","James Marvel","SP","PIT","4","4","17.3","25","16","16","6","9","0","3","0","1.79","8.31","-0.37","0.00","$0","$0","$0","$0","25","225","6'4""",""
"","C.J. Edwards","RP","SD","22","0","17.0","12","17","16","13","19","1","1","0","1.47","8.47","-0.24","0.00","$700,000","$569,208","$700,000","$4,247,760","27","170","6'3""",""
"","Conner Menez","P","SF","9","3","17.0","13","10","10","12","22","0","1","0","1.47","5.29","0.04","0.00","$0","$0","$0","$0","24","205","6'3""",""
"","Chasen Bradford","RP","SEA","12","0","16.7","17","9","9","4","11","0","0","1","1.26","4.86","0.08","0.00","$0","$0","$0","$0","29","229","6'1""",""
"","Jonathan Hernandez","P","TEX","9","2","16.7","14","10","8","13","19","2","1","0","1.62","4.32","0.28","0.00","$720,000","$720,000","$720,000","$1,938,918","22","175","6'2""",""
"","Joe Palumbo","RP","TEX","7","4","16.7","21","17","17","8","21","0","3","0","1.74","9.18","-0.19","0.00","$0","$0","$0","$0","24","168","6'1""",""
"","Sal Romano","RP","CIN","12","0","16.3","22","14","14","8","16","1","0","2","1.84","7.71","-0.36","0.00","$0","$0","$0","$0","25","255","6'5""",""
"","Trevor Hildenberger","RP","MIN","22","0","16.3","30","19","19","7","15","2","2","1","2.27","10.47","-1.34","0.00","$0","$0","$0","$0","28","211","6'2""",""
"","Chris Mazza","RP","NYM","9","0","16.3","21","10","10","5","11","1","1","0","1.59","5.51","-0.01","0.00","$0","$0","$0","$0","29","190","6'4""",""
"","Tayler Scott","SP","BAL","13","2","16.3","31","28","26","11","14","0","0","0","2.57","14.33","-0.26","0.00","$700,000","$292,296","$700,000","$709,510","27","185","0'0""",""
"","Edinson Volquez","RP","TEX","11","4","16.0","20","12","12","12","10","0","1","0","2.00","6.75","0.06","0.00","$0","$0","$0","$0","35","220","0'0""",""
"","Ray Black","RP","MIL","17","0","16.0","14","9","9","9","18","0","1","0","1.44","5.06","0.01","0.00","$0","$0","$0","$0","29","230","6'3""",""
"","Kyle McGowin","SP","WSH","7","1","16.0","22","19","18","4","18","0","0","1","1.63","10.13","-0.50","0.00","$0","$0","$0","$0","27","195","6'3""",""
"","Phillips Valdez","P","TEX","11","0","16.0","17","7","7","9","18","0","0","0","1.63","3.94","0.41","0.00","$0","$0","$0","$0","27","160","6'2""",""
"","Ruben Alaniz","RP","CIN","12","0","15.7","19","17","16","7","13","1","0","0","1.66","9.19","-0.40","0.00","$0","$0","$0","$0","28","219","6'4""",""
"","Jordan Romano","P","TOR","17","0","15.3","17","14","13","9","21","0","2","0","1.70","7.63","-0.41","0.00","$710,400","$710,400","$710,400","$1,675,912","26","225","6'5""",""
"","Edubray Ramos","RP","PHI","20","0","15.0","19","10","9","7","11","1","0","0","1.73","5.40","-0.13","0.00","$0","$0","$0","$0","26","160","6'0""",""
"","Randy Rosario","RP","KC","19","0","14.3","15","9","7","5","13","2","0","0","1.39","4.40","-0.11","0.00","$0","$0","$0","$0","25","200","6'1""",""
"","Drew Steckenrider","RP","MIA","15","0","14.3","9","10","10","5","14","0","2","0","0.98","6.28","-0.26","0.00","$0","$0","$0","$0","28","215","6'5""",""
"","Josh Rogers","SP","BAL","5","0","14.3","18","14","14","6","5","0","1","0","1.67","8.79","-0.21","0.00","$0","$0","$0","$0","24","200","6'3""",""
"","Ian Gibaut","RP","TEX","10","0","14.3","12","9","9","10","16","1","1","0","1.53","5.65","-0.03","0.00","$700,000","$349,986","$700,000","$728,223","25","250","6'3""",""
"","Anthony Kay","SP","TOR","4","2","14.0","15","9","9","5","13","2","0","0","1.43","5.79","0.07","0.00","$0","$0","$0","$0","24","225","6'0""",""
"","Fernando Romero","RP","MIN","15","0","14.0","19","12","11","11","18","0","1","0","2.14","7.07","-0.22","0.00","$0","$0","$0","$0","24","215","0'0""",""
"","Chris Flexen","SP","NYM","9","1","13.7","15","12","10","13","10","0","3","0","2.05","6.59","-0.34","0.00","$3,050,000","$2,750,000","$2,375,000","$5,046,588","24","250","6'3""",""
"","Devin Williams","P","MIL","13","0","13.7","18","9","6","6","14","0","0","0","1.76","3.95","-0.08","0.00","$714,500","$714,500","$714,500","$2,756,921","24","165","6'3""",""
"","Luke Farrell","RP","TEX","9","1","13.3","6","4","4","3","12","1","0","0","0.68","2.70","0.56","0.00","$700,000","$161,532","$700,000","$1,552,304","28","210","6'6""",""
"","Fernando Abad","RP","SF","21","0","13.0","9","6","6","3","9","0","2","0","0.92","4.15","0.13","0.00","$0","$0","$0","$0","33","220","6'1""",""
"","Yacksel Rios","RP","PIT","14","0","13.0","16","13","10","8","12","1","0","0","1.85","6.92","-0.27","0.00","$0","$0","$0","$0","26","215","6'3""",""
"","John Schreiber","P","DET","13","0","13.0","16","9","9","4","19","2","0","0","1.54","6.23","-0.01","0.00","$700,000","$599,976","$700,000","$881,453","25","210","6'2""",""
"","Tyler Lyons","RP","NYY","14","0","12.7","13","9","9","5","17","1","2","0","1.42","6.40","-0.40","0.00","$0","$0","$0","$0","31","205","6'4""",""
"","Ryan Dull","RP","TOR","12","0","12.7","25","19","18","7","15","0","0","0","2.53","12.79","-0.50","0.00","$0","$0","$0","$0","29","185","5'9""",""
"","Alex Cobb","SP","BAL","3","3","12.3","21","16","15","2","8","0","2","0","1.87","10.95","-0.41","0.00","$9,000,000","$9,000,000","$10,000,000","$66,595,287","31","205","6'3""",""
"","Taylor Guilbeau","P","SEA","17","0","12.3","10","6","5","3","7","0","0","0","1.05","3.65","0.20","0.00","$0","$0","$0","$0","26","180","6'4""",""
"","Grant Dayton","RP","ATL","14","0","12.0","12","5","4","4","14","0","1","0","1.33","3.00","0.19","0.00","$0","$0","$0","$0","31","210","6'2""",""
"","Luis Severino","SP","NYY","3","3","12.0","6","2","2","6","17","1","1","0","1.00","1.50","0.60","0.00","$11,500,000","$11,000,000","$10,000,000","$32,805,889","25","215","6'2""",""
"","Jesus Luzardo","P","OAK","6","0","12.0","5","2","2","3","16","0","0","2","0.67","1.50","0.53","0.00","$715,000","$715,000","$715,000","$2,833,108","21","218","6'0""",""
"","Duane Underwood","RP","CHC","12","0","11.7","13","7","7","3","13","0","0","0","1.37","5.40","0.00","0.00","$725,000","$725,000","$725,000","$2,189,087","24","210","6'2""",""
"","Dillon Maples","RP","CHC","14","0","11.7","6","7","7","10","18","1","0","0","1.37","5.40","0.00","0.00","$0","$0","$0","$0","27","230","6'2""",""
"","Bobby Poyner","RP","BOS","13","1","11.7","10","9","9","5","11","0","1","0","1.29","6.94","-0.14","0.00","$0","$0","$0","$0","26","205","6'0""",""
"","Junior Fernandez","P","STL","13","0","11.7","9","7","7","6","16","0","1","0","1.29","5.40","-0.15","0.00","$0","$0","$0","$0","22","215","6'3""",""
"","Eric Yardley","P","SD","10","0","11.7","12","5","3","3","7","0","1","0","1.29","2.31","0.14","0.00","$0","$0","$0","$0","28","170","6'0""",""
"","A.J. Puk","P","OAK","10","0","11.3","10","4","4","5","13","2","0","0","1.32","3.18","0.19","0.00","$705,000","$705,000","$705,000","$5,789,398","24","248","6'7""",""
"","Ryan Eades","P","BAL","8","0","11.3","11","3","3","6","10","0","1","0","1.50","2.38","0.13","0.00","$0","$0","$0","$0","27","198","0'0""",""
"","Allen Webster","SP","CHC","12","0","11.0","14","7","6","5","9","0","0","1","1.73","4.91","-0.05","0.00","$0","$0","$0","$0","29","190","6'2""",""
"","Paul Blackburn","RP","OAK","5","2","11.0","19","14","13","4","8","0","2","0","2.09","10.64","-0.56","0.00","$710,000","$710,000","$710,000","$2,959,543","25","196","6'1""",""
"","Enyel De Los Santos","SP","PHI","5","1","11.0","13","9","9","5","9","0","1","0","1.64","7.36","-0.17","0.00","$700,000","$642,282","$700,000","$1,139,449","23","170","6'3""",""
"","David Bednar","P","SD","13","0","11.0","10","8","8","5","14","0","2","0","1.36","6.55","-0.20","0.00","$715,000","$715,000","$715,000","$1,436,678","24","249","6'1""",""
"","Eduardo Jimenez","RP","DET","8","0","10.7","12","7","7","5","8","0","0","0","1.59","5.91","0.05","0.00","$0","$0","$0","$0","24","215","6'2""",""
"","Robert Stock","RP","SD","10","0","10.7","14","14","12","8","15","1","0","0","2.06","10.13","-0.76","0.00","$0","$0","$0","$0","29","214","6'1""",""
"","Kyle Keller","P","MIA","10","0","10.7","5","4","4","8","11","0","0","0","1.22","3.38","0.16","0.00","$0","$0","$0","$0","26","205","6'4""",""
"","Nate Jones","RP","TEX","13","0","10.3","10","4","4","7","10","0","1","1","1.64","3.48","0.21","0.00","$0","$0","$0","$0","33","220","6'5""",""
"","James Pazos","RP","COL","12","0","10.3","7","2","2","4","10","0","0","0","1.07","1.74","0.50","0.00","$0","$0","$0","$0","28","235","6'2""",""
"","Williams Jerez","RP","PIT","12","0","10.3","12","5","5","9","9","1","0","0","2.03","4.36","0.16","0.00","$0","$0","$0","$0","27","205","6'4""",""
"","Sam Selman","P","SF","10","0","10.3","6","5","5","6","10","0","0","0","1.16","4.36","0.10","0.00","$0","$0","$0","$0","28","190","6'3""",""
"","Matt Moore","SP","DET","2","2","10.0","3","0","0","1","9","0","0","0","0.40","0.00","0.73","0.00","$2,500,000","$2,311,852","$2,500,000","$36,590,852","30","210","6'3""",""
"","Joel Kuhnel","P","CIN","12","0","9.7","8","5","5","5","9","1","0","0","1.35","4.66","0.05","0.00","$700,000","$576,900","$700,000","$854,739","24","260","6'5""",""
"","Brusdar Graterol","P","MIN","10","0","9.7","10","5","5","2","10","1","1","0","1.24","4.66","0.03","0.00","$720,000","$720,000","$720,000","$1,601,141","20","265","6'1""",""
"","Jeremy Walker","P","ATL","6","0","9.3","9","2","2","4","6","0","0","0","1.39","1.93","0.21","0.00","$0","$0","$0","$0","24","205","6'5""",""
"","Dovydas Neverauskas","RP","PIT","10","0","9.3","15","11","11","7","10","0","0","0","2.36","10.61","-0.37","0.00","$0","$0","$0","$0","26","220","0'0""",""
"","Miguel Del Pozo","RP","LAA","17","0","9.3","10","11","11","8","11","1","1","0","1.93","10.61","-0.53","0.00","$0","$0","$0","$0","26","205","6'1""",""
"","James Norwood","RP","CHC","9","0","9.3","9","4","3","8","11","0","1","0","1.82","2.89","0.10","0.00","$0","$0","$0","$0","25","215","6'2""",""
"","Josh Sborz","RP","LAD","7","0","9.0","10","8","8","4","7","0","1","0","1.56","8.00","-0.23","0.00","$714,000","$447,222","$714,000","$1,948,948","25","215","6'3""",""
"","Garrett Richards","SP","SD","3","3","8.7","10","8","8","6","11","0","1","0","1.85","8.31","-0.24","0.00","$0","$0","$0","$0","31","210","6'2""",""
"","Nick Burdi","RP","PIT","11","0","8.7","11","9","9","3","17","2","1","0","1.62","9.35","-0.46","0.00","$0","$0","$0","$0","26","225","6'3""",""
"","Javier Guerra","SS","SD","8","0","8.7","7","5","5","3","6","0","0","0","1.15","5.19","0.00","0.00","$0","$0","$0","$0","23","185","6'0""",""
"","Daniel Zamora","RP","NYM","17","0","8.7","10","5","5","5","8","0","1","0","1.73","5.19","0.00","0.00","$0","$0","$0","$0","26","195","6'3""",""
"","Bryan Abreu","RP","HOU","7","0","8.7","4","1","1","3","13","0","0","0","0.81","1.04","0.32","0.00","$719,600","$719,600","$719,600","$1,251,693","22","225","6'1""",""
"","Trevor Kelley","P","BOS","10","0","8.3","9","8","8","5","6","0","3","0","1.68","8.64","-0.29","0.00","$0","$0","$0","$0","25","210","6'2""",""
"","Sean Poppen","P","MIN","4","0","8.3","10","7","7","5","9","0","0","0","1.80","7.56","-0.10","0.00","$0","$0","$0","$0","25","210","6'3""",""
"","Jonny Venters","RP","WSH","12","1","8.0","12","16","11","10","12","0","1","1","2.75","12.38","-0.85","0.00","$0","$0","$0","$0","34","195","6'3""",""
"","Keynan Middleton","RP","LAA","11","0","7.7","4","1","1","7","6","0","0","0","1.43","1.17","0.37","0.00","$800,000","$567,084","$800,000","$3,543,515","25","215","6'3""",""
"","Ben Heller","RP","NYY","6","0","7.3","6","1","1","3","9","0","0","0","1.23","1.23","0.24","0.00","$0","$0","$0","$0","27","210","6'3""",""
"","Robby Scott","RP","ARI","11","0","7.3","8","4","4","7","9","1","0","0","2.05","4.91","0.03","0.00","$0","$0","$0","$0","29","220","6'3""",""
"","Gabe Speier","P","KC","9","0","7.3","5","6","6","6","10","0","0","0","1.50","7.36","-0.16","0.00","$0","$0","$0","$0","24","175","6'0""",""
"","Phillip Diehl","P","COL","10","0","7.3","10","6","6","2","8","0","0","0","1.64","7.36","-0.04","0.00","$0","$0","$0","$0","24","180","6'2""",""
"","Steve Nogosek","P","NYM","7","0","6.7","12","8","8","2","6","0","1","0","2.10","10.80","-0.23","0.00","$700,000","$319,218","$700,000","$711,043","24","205","6'2""",""
"","Justin Dunn","P","SEA","4","4","6.7","2","2","2","9","5","0","0","0","1.65","2.70","0.22","0.00","$720,000","$660,652","$720,000","$4,388,426","23","185","6'2""",""
"","Bryan Garcia","P","DET","7","0","6.7","9","9","9","5","7","0","0","0","2.10","12.15","-0.42","0.00","$0","$0","$0","$0","24","215","6'1""",""
"","Ryan Borucki","SP","TOR","2","2","6.7","15","10","8","6","6","0","1","0","3.15","10.80","-0.42","0.00","$850,000","$569,740","$850,000","$2,756,746","25","215","6'4""",""
"","Corey Oswalt","SP","NYM","2","0","6.7","9","9","9","6","5","0","1","0","2.25","12.15","-0.37","0.00","$0","$0","$0","$0","25","250","6'5""",""
"","Steven Wright","RP","BOS","6","0","6.3","11","6","6","4","5","0","1","0","2.37","8.53","-0.10","0.00","$0","$0","$0","$0","34","215","6'2""",""
"","Brian Moran","RP","MIA","10","0","6.3","6","3","3","2","10","1","0","0","1.26","4.26","0.07","0.00","$0","$0","$0","$0","30","230","6'4""",""
"","Hunter Harvey","RP","BAL","7","0","6.3","3","1","1","4","11","1","0","0","1.11","1.42","0.31","0.00","$700,000","$661,512","$700,000","$4,068,667","24","210","6'3""",""
"","Jimmy Herget","RP","CIN","5","0","6.3","8","3","3","3","0","0","0","0","1.74","4.26","0.05","0.00","$720,000","$720,000","$720,000","$1,429,502","25","170","6'3""",""
"","Luis Escobar","RP","PIT","4","0","5.7","10","5","5","4","2","0","0","0","2.47","7.94","-0.06","0.00","$0","$0","$0","$0","23","205","0'0""",""
"","Darren O'Day","RP","ATL","8","0","5.3","3","1","1","1","6","0","0","0","0.75","1.69","0.18","0.00","$1,000,000","$1,000,000","$1,000,000","$49,277,033","36","220","6'4""",""
"","Tommy Hunter","RP","PHI","5","0","5.3","2","0","0","0","5","0","0","0","0.38","0.00","0.25","0.00","$700,000","$423,060","$700,000","$35,400,846","32","250","6'3""",""
"","Steve Wilkerson","2B","BAL","119","87","5.3","6","4","4","0","1","0","0","1","1.13","6.75","-0.81","12.06","$0","$0","$0","$0","27","195","6'1""",""
"","Enderson Franco","P","SF","5","0","5.3","4","2","2","1","4","0","0","0","0.94","3.38","0.10","0.00","$0","$0","$0","$0","26","170","6'2""",""
"","Art Warren","RP","SEA","6","0","5.3","2","0","0","2","5","1","0","0","0.75","0.00","0.27","0.00","$702,500","$702,500","$702,500","$1,149,335","26","230","6'3""",""
"","Jared Walsh","RP","LAA","35","21","5.0","3","1","1","6","5","0","0","0","1.80","1.80","0.12","0.00","$730,000","$730,000","$730,000","$1,639,453","25","210","6'0""",""
"","Jesse Hahn","RP","KC","6","0","4.7","7","7","7","6","7","0","1","0","2.79","13.50","-0.36","0.00","$0","$0","$0","$0","29","205","6'5""",""
"","Yohander Mendez","RP","TEX","3","0","4.7","4","3","3","5","8","1","0","0","1.93","5.79","-0.01","0.00","$0","$0","$0","$0","24","200","6'5""",""
"","Victor Arano","RP","PHI","3","0","4.7","2","2","2","2","7","1","0","0","0.86","3.86","0.04","0.00","$900,000","$900,000","$900,000","$2,190,094","24","228","6'2""",""
"","Arodys Vizcaino","RP","SEA","4","0","4.0","3","1","1","3","6","1","0","1","1.50","2.25","0.14","0.00","$0","$0","$0","$0","28","245","6'0""",""
"","Jose De Leon","RP","TB","3","0","4.0","3","2","1","3","7","1","0","0","1.50","2.25","0.02","0.00","$0","$0","$0","$0","26","215","6'2""",""
"","Anthony Banda","RP","TB","3","0","4.0","6","3","3","0","2","0","0","0","1.50","6.75","-0.03","0.00","$0","$0","$0","$0","25","230","6'2""",""
"","Jordan Montgomery","SP","NYY","2","1","4.0","7","3","3","0","5","0","0","0","1.75","6.75","-0.06","0.00","$6,000,000","$2,109,888","$6,000,000","$10,424,671","26","228","6'6""",""
"","Jake Barrett","RP","NYY","2","0","3.7","6","6","6","2","4","0","0","0","2.18","14.73","-0.18","0.00","$0","$0","$0","$0","27","240","6'2""",""
"","Keury Mella","RP","CIN","3","0","3.7","5","3","3","2","4","0","0","0","1.91","7.36","-0.04","0.00","$0","$0","$0","$0","25","200","6'2""",""
"","Hoby Milner","RP","TB","4","0","3.7","4","3","3","1","3","0","0","0","1.36","7.36","-0.09","0.00","$705,100","$705,100","$705,100","$2,378,526","28","175","6'3""",""
"","Danny Hultzen","RP","CHC","6","0","3.3","4","0","0","2","5","0","0","0","1.80","0.00","0.20","0.00","$0","$0","$0","$0","29","210","6'3""",""
"","Hernan Perez","2B","MIL","91","49","3.0","2","1","1","2","1","0","0","0","1.33","3.00","-0.07","0.00","$0","$0","$0","$0","28","215","6'1""",""
"","Tom Murphy","C","SEA","76","71","3.0","1","2","2","1","2","0","0","0","0.67","6.00","2.56","0.00","$1,575,000","$1,575,000","$1,575,000","$4,362,283","28","218","6'1""",""
"","Alexander Reyes","RP","STL","4","0","3.0","2","5","5","6","1","0","1","0","2.67","15.00","-0.38","0.00","$2,850,000","$2,850,000","$2,850,000","$6,135,131","24","220","6'4""",""
"","Alex Gordon","LF","KC","150","147","2.3","8","5","5","2","0","0","0","0","4.29","19.29","1.35","18.52","$0","$0","$0","$0","35","225","6'1""",""
"","Aaron Barrett","RP","WSH","3","0","2.3","5","4","4","4","1","0","0","0","3.86","15.43","-0.17","0.00","$0","$0","$0","$0","31","230","6'3""",""
"","Ricardo Pinto","RP","SF","2","0","2.3","4","4","4","2","0","0","0","0","2.57","15.43","-0.13","0.00","$0","$0","$0","$0","25","165","6'0""",""
"","Jose Osuna","1B","PIT","95","58","2.3","3","1","1","0","0","0","0","0","1.29","3.86","0.36","0.00","$0","$0","$0","$0","26","240","6'2""",""
"","Jeff Mathis","C","TEX","88","76","2.0","3","2","2","0","1","0","0","0","1.50","9.00","-1.55","0.00","$0","$0","$0","$0","36","205","6'0""",""
"","Charlie Culberson","2B","ATL","108","15","2.0","2","0","0","2","1","0","0","0","2.00","0.00","-0.12","7.40","$1,750,000","$1,750,000","$1,750,000","$7,539,210","30","200","6'1""",""
"","Luke Maile","C","TOR","46","41","2.0","1","0","0","0","3","0","0","0","0.50","0.00","-0.53","0.00","$900,000","$900,000","$900,000","$3,779,869","28","225","6'3""",""
"","Victor Caratini","C","CHC","95","60","2.0","2","2","2","1","0","0","0","0","1.50","9.00","0.93","0.00","$2,000,000","$2,000,000","$2,000,000","$5,540,752","25","215","6'1""",""
"","Mike Ford","1B","NYY","50","36","2.0","6","5","5","0","1","0","0","0","3.00","22.50","0.98","0.00","$700,000","$292,296","$700,000","$968,968","26","225","6'0""",""
"","Brandon Dixon","1B","DET","118","97","2.0","1","2","2","0","1","0","0","0","0.50","9.00","-0.52","25.97","$0","$0","$0","$0","27","215","0'0""",""
"","Ty France","3B","SD","69","45","2.0","2","1","1","0","0","0","0","0","1.00","4.50","-0.31","0.00","$734,500","$734,500","$734,500","$1,882,097","24","205","6'0""",""
"","Michael King","P","NYY","1","0","2.0","2","1","0","0","1","0","0","0","1.00","0.00","0.02","0.00","$722,500","$722,500","$722,500","$1,562,431","24","210","6'3""",""
"","Humberto Arteaga","SS","KC","41","33","1.7","2","1","1","1","0","0","0","0","1.80","5.40","-0.69","0.00","$0","$0","$0","$0","25","160","6'1""",""
"","Jorge Alcala","P","MIN","2","0","1.7","1","0","0","1","1","0","0","0","1.20","0.00","0.05","0.00","$717,900","$717,900","$717,900","$2,029,070","23","205","6'3""",""
"","Sean Rodriguez","2B","PHI","76","24","1.3","0","0","0","0","1","0","0","0","0.00","0.00","0.34","0.00","$0","$0","$0","$0","34","200","0'0""",""
"","Caleb Joseph","C","ARI","20","11","1.3","0","0","0","0","0","0","0","0","0.00","0.00","-0.01","0.00","$0","$0","$0","$0","33","180","6'3""",""
"","Jose Peraza","SS","CIN","141","88","1.3","1","0","0","0","0","0","0","0","0.75","0.00","-0.91","5.66","$0","$0","$0","$0","25","210","6'0""",""
"","Kyle Farmer","C","CIN","98","35","1.3","1","0","0","0","0","0","0","0","0.75","0.00","0.06","12.88","$3,155,000","$3,155,000","$3,155,000","$4,908,540","28","205","6'0""",""
"","Ben Zobrist","2B","CHC","48","38","1.0","0","0","0","2","1","0","0","0","2.00","0.00","-0.13","0.00","$0","$0","$0","$0","38","210","6'3""",""
"","Ian Kinsler","2B","SD","87","63","1.0","1","0","0","2","0","0","0","0","3.00","0.00","-0.29","0.00","$0","$0","$0","$0","37","200","6'0""",""
"","Chris Davis","1B","BAL","106","86","1.0","2","1","1","0","1","0","0","0","2.00","9.00","-0.98","0.62","$0","$0","$0","$0","33","245","6'3""",""
"","Ian Desmond","CF","COL","140","107","1.0","1","0","0","0","0","0","0","0","1.00","0.00","-1.46","10.41","$0","$0","$0","$0","33","220","6'3""",""
"","Austin Romine","C","NYY","73","62","1.0","4","3","3","0","0","0","0","0","4.00","27.00","0.89","0.00","$700,000","$246,144","$700,000","$10,659,484","30","220","6'1""",""
"","Brian Dozier","2B","WSH","135","114","1.0","2","2","2","0","0","0","0","0","2.00","18.00","1.27","27.48","$0","$0","$0","$0","32","200","0'0""",""
"","Ehire Adrianza","SS","MIN","84","54","1.0","5","3","3","0","1","0","0","0","5.00","27.00","0.87","0.00","$1,500,000","$535,730","$1,500,000","$8,761,332","29","195","6'1""",""
"","Taijuan Walker","SP","ARI","1","1","1.0","1","0","0","0","1","0","0","0","1.00","0.00","0.05","0.00","$7,000,000","$7,000,000","$7,666,667","$32,520,097","26","235","6'4""",""
"","Richard Urena","SS","TOR","30","21","1.0","4","4","4","1","0","0","0","0","5.00","36.00","-0.06","0.00","$0","$0","$0","$0","23","195","6'0""",""
"","Jacob Stallings","C","PIT","73","53","1.0","0","0","0","0","0","0","0","0","0.00","0.00","1.43","0.00","$2,450,000","$2,450,000","$2,450,000","$5,043,238","29","225","6'5""",""
"","Dylan Moore","SS","SEA","113","67","1.0","5","4","4","2","0","0","0","0","7.00","36.00","0.19","20.28","$1,350,000","$0","$1,350,000","$1,354,464","26","200","6'0""",""
"","Dellin Betances","RP","NYY","1","0","0.7","0","0","0","0","2","0","0","0","0.00","0.00","0.04","0.00","$0","$0","$0","$0","31","265","6'8""",""
"","Jose Castillo","RP","SD","1","0","0.7","0","0","0","1","2","0","0","0","1.50","0.00","0.02","0.00","$700,000","$165,378","$700,000","$3,416,245","23","246","6'5""",""
"","James Bourque","P","WSH","1","0","0.7","3","4","4","2","0","0","0","0","7.50","54.00","-0.14","0.00","$0","$0","$0","$0","25","215","6'4""",""
"","Yennsy Diaz","SP","TOR","1","0","0.7","1","2","2","4","0","0","0","0","7.50","27.00","-0.11","0.00","$0","$0","$0","$0","22","210","6'1""",""
"","Bryan Holaday","C","MIA","45","34","0.3","0","0","0","0","0","0","0","0","0.00","0.00","0.28","0.00","$0","$0","$0","$0","31","215","6'0""",""
"","Taylor Hearn","P","TEX","1","1","0.3","3","5","4","4","0","0","1","0","21.00","108.00","-0.31","0.00","$1,050,000","$911,502","$1,050,000","$2,476,637","24","210","6'5""",""
"","Austen Williams","RP","WSH","2","0","0.3","5","6","6","1","1","0","0","0","18.00","162.00","-0.27","0.00","$0","$0","$0","$0","26","220","6'3""",""
